[Full Training] Normal loss: 2.2070, Plan similarity: 0.5000, Random contrast: 0.6016
[Full Training] Normal loss: 0.1087, Plan similarity: 0.5000, Random contrast: 0.2666
[Full Training] Normal loss: 0.0604, Plan similarity: 0.5000, Random contrast: 0.2676
[Full Training] Normal loss: 0.0423, Plan similarity: 0.5000, Random contrast: 0.2305
[Full Training] Normal loss: 0.0512, Plan similarity: 0.5000, Random contrast: 0.1992
[Full Training] Normal loss: 0.0560, Plan similarity: 0.5000, Random contrast: 0.2705
[Full Training] Normal loss: 0.2063, Plan similarity: 0.5000, Random contrast: 0.1914
[Full Training] Normal loss: 0.0913, Plan similarity: 0.5000, Random contrast: 0.2344
[Full Training] Normal loss: 0.1027, Plan similarity: 0.5000, Random contrast: 0.2061
[Full Training] Normal loss: 0.0468, Plan similarity: 0.5000, Random contrast: 0.3975
[Full Training] Normal loss: 0.0537, Plan similarity: 0.5000, Random contrast: 0.2324
[Full Training] Normal loss: 0.1344, Plan similarity: 0.5000, Random contrast: 0.2090
[Full Training] Normal loss: 0.0550, Plan similarity: 0.5000, Random contrast: 0.1875
[Full Training] Normal loss: 0.0779, Plan similarity: 0.5000, Random contrast: 0.2656
[Full Training] Normal loss: 0.0649, Plan similarity: 0.5000, Random contrast: 0.2246
[Full Training] Normal loss: 0.0408, Plan similarity: 0.5000, Random contrast: 0.1455
[Full Training] Normal loss: 0.0718, Plan similarity: 0.5000, Random contrast: 0.3477
[Full Training] Normal loss: 0.0857, Plan similarity: 0.5000, Random contrast: 0.2412
[Full Training] Normal loss: 0.0834, Plan similarity: 0.5000, Random contrast: 0.3232
[Full Training] Normal loss: 0.0513, Plan similarity: 0.5000, Random contrast: 0.4580
[Full Training] Normal loss: 0.0537, Plan similarity: 0.5000, Random contrast: 0.3682
[Full Training] Normal loss: 0.0609, Plan similarity: 0.5000, Random contrast: 0.4365
[Full Training] Normal loss: 0.0614, Plan similarity: 0.5000, Random contrast: 0.2539
[Full Training] Normal loss: 0.0964, Plan similarity: 0.5000, Random contrast: 0.2471
[Full Training] Normal loss: 0.0735, Plan similarity: 0.5000, Random contrast: 0.2637
[Full Training] Normal loss: 0.0838, Plan similarity: 0.5000, Random contrast: 0.4453
[Full Training] Normal loss: 0.0939, Plan similarity: 0.5000, Random contrast: 0.0986
[Full Training] Normal loss: 0.0636, Plan similarity: 0.5000, Random contrast: 0.2471
[Full Training] Normal loss: 0.0593, Plan similarity: 0.5000, Random contrast: 0.1035
[Full Training] Normal loss: 0.0851, Plan similarity: 0.5000, Random contrast: 0.1113
[Full Training] Normal loss: 0.0541, Plan similarity: 0.5000, Random contrast: 0.2520
[Full Training] Normal loss: 0.0482, Plan similarity: 0.5000, Random contrast: 0.1875
[Full Training] Normal loss: 0.0523, Plan similarity: 0.5000, Random contrast: 0.1865
[Full Training] Normal loss: 0.1307, Plan similarity: 0.5000, Random contrast: 0.3379
[Full Training] Normal loss: 0.0718, Plan similarity: 0.5000, Random contrast: 0.3945
[Full Training] Normal loss: 0.1065, Plan similarity: 0.5000, Random contrast: 0.3867
[Full Training] Normal loss: 0.0759, Plan similarity: 0.5000, Random contrast: 0.0762
[Full Training] Normal loss: 0.0592, Plan similarity: 0.5000, Random contrast: 0.3555
[Full Training] Normal loss: 0.0602, Plan similarity: 0.5000, Random contrast: 0.3711
[Full Training] Normal loss: 0.0381, Plan similarity: 0.5000, Random contrast: 0.3418
[Full Training] Normal loss: 0.0700, Plan similarity: 0.5000, Random contrast: 0.1973
[Full Training] Normal loss: 0.0707, Plan similarity: 0.5000, Random contrast: 0.4658
[Full Training] Normal loss: 0.0441, Plan similarity: 0.5000, Random contrast: 0.3496
[Full Training] Normal loss: 0.1105, Plan similarity: 0.5000, Random contrast: 0.2344
[Full Training] Normal loss: 0.0533, Plan similarity: 0.5000, Random contrast: 0.2188
[Full Training] Normal loss: 0.0756, Plan similarity: 0.5000, Random contrast: 0.1641
[Full Training] Normal loss: 0.0845, Plan similarity: 0.5000, Random contrast: 0.1250
[Full Training] Normal loss: 0.0809, Plan similarity: 0.5000, Random contrast: 0.2773
[Full Training] Normal loss: 0.0874, Plan similarity: 0.5000, Random contrast: 0.3486
[Full Training] Normal loss: 0.0711, Plan similarity: 0.5000, Random contrast: 0.3320
[Full Training] Normal loss: 0.0809, Plan similarity: 0.5000, Random contrast: 0.2822
[Full Training] Normal loss: 0.0716, Plan similarity: 0.5000, Random contrast: 0.2031
[Full Training] Normal loss: 0.0611, Plan similarity: 0.5000, Random contrast: 0.2256
[Full Training] Normal loss: 0.0577, Plan similarity: 0.5000, Random contrast: 0.4062
[Full Training] Normal loss: 0.1184, Plan similarity: 0.5000, Random contrast: 0.0830
[Full Training] Normal loss: 0.0579, Plan similarity: 0.5000, Random contrast: 0.2236
[Full Training] Normal loss: 0.0506, Plan similarity: 0.5000, Random contrast: 0.3633
[Full Training] Normal loss: 0.2021, Plan similarity: 0.5000, Random contrast: 0.2041
[Full Training] Normal loss: 0.0679, Plan similarity: 0.5000, Random contrast: 0.3096
[Full Training] Normal loss: 0.1419, Plan similarity: 0.5000, Random contrast: 0.1865
[Full Training] Normal loss: 0.0360, Plan similarity: 0.5000, Random contrast: 0.3486
[Full Training] Normal loss: 0.0745, Plan similarity: 0.5000, Random contrast: 0.3184
[Full Training] Normal loss: 0.0534, Plan similarity: 0.5000, Random contrast: 0.2578
[Full Training] Normal loss: 0.0413, Plan similarity: 0.5000, Random contrast: 0.2363
[Full Training] Normal loss: 0.0632, Plan similarity: 0.5000, Random contrast: 0.2783
[Full Training] Normal loss: 0.0667, Plan similarity: 0.5000, Random contrast: 0.1719
[Full Training] Normal loss: 0.0580, Plan similarity: 0.5000, Random contrast: 0.2646
[Full Training] Normal loss: 0.0628, Plan similarity: 0.5000, Random contrast: 0.3613
[Full Training] Normal loss: 0.1159, Plan similarity: 0.5000, Random contrast: 0.1328
[Full Training] Normal loss: 0.0657, Plan similarity: 0.5000, Random contrast: 0.2832
[Full Training] Normal loss: 0.0834, Plan similarity: 0.5000, Random contrast: 0.2168
[Full Training] Normal loss: 0.0564, Plan similarity: 0.5000, Random contrast: 0.3096
[Full Training] Normal loss: 0.0543, Plan similarity: 0.5000, Random contrast: 0.2490
[Full Training] Normal loss: 0.0471, Plan similarity: 0.5000, Random contrast: 0.2344
[Full Training] Normal loss: 0.1249, Plan similarity: 0.5000, Random contrast: 0.1865
[Full Training] Normal loss: 0.1254, Plan similarity: 0.5000, Random contrast: 0.3096
[Full Training] Normal loss: 0.0767, Plan similarity: 0.5000, Random contrast: 0.1660
[Full Training] Normal loss: 0.0780, Plan similarity: 0.5000, Random contrast: 0.2305
[Full Training] Normal loss: 0.0862, Plan similarity: 0.5000, Random contrast: 0.2637
[Full Training] Normal loss: 0.0601, Plan similarity: 0.5000, Random contrast: 0.2959
[Full Training] Normal loss: 0.0546, Plan similarity: 0.5000, Random contrast: 0.1543
[Full Training] Normal loss: 0.0533, Plan similarity: 0.5000, Random contrast: 0.2217
[Full Training] Normal loss: 0.1012, Plan similarity: 0.5000, Random contrast: 0.2646
[Full Training] Normal loss: 0.0527, Plan similarity: 0.5000, Random contrast: 0.2441
[Full Training] Normal loss: 0.1310, Plan similarity: 0.5000, Random contrast: 0.2510
[Full Training] Normal loss: 0.0523, Plan similarity: 0.5000, Random contrast: 0.1992
[Full Training] Normal loss: 0.0992, Plan similarity: 0.5000, Random contrast: 0.3398
[Full Training] Normal loss: 0.0780, Plan similarity: 0.5000, Random contrast: 0.3008
[Full Training] Normal loss: 0.0763, Plan similarity: 0.5000, Random contrast: 0.2998
[Full Training] Normal loss: 0.0406, Plan similarity: 0.5000, Random contrast: 0.3721
[Full Training] Normal loss: 0.0455, Plan similarity: 0.5000, Random contrast: 0.1992
[Full Training] Normal loss: 0.0545, Plan similarity: 0.5000, Random contrast: 0.1699
[Full Training] Normal loss: 0.0768, Plan similarity: 0.5000, Random contrast: 0.1250
[Full Training] Normal loss: 0.1506, Plan similarity: 0.5000, Random contrast: 0.2334
[Full Training] Normal loss: 0.0520, Plan similarity: 0.5000, Random contrast: 0.1475
[Full Training] Normal loss: 0.0723, Plan similarity: 0.5000, Random contrast: 0.2344
[Full Training] Normal loss: 0.0391, Plan similarity: 0.5000, Random contrast: 0.2734
[Full Training] Normal loss: 0.0638, Plan similarity: 0.5000, Random contrast: 0.0312
[Full Training] Normal loss: 0.0310, Plan similarity: 0.5000, Random contrast: 0.3066
[Full Training] Normal loss: 0.1218, Plan similarity: 0.5000, Random contrast: 0.1387
[Full Training] Normal loss: 0.0593, Plan similarity: 0.5000, Random contrast: 0.2725
[Full Training] Normal loss: 0.0696, Plan similarity: 0.5000, Random contrast: 0.3818
[Full Training] Normal loss: 0.0625, Plan similarity: 0.5000, Random contrast: 0.2881
[Full Training] Normal loss: 0.0523, Plan similarity: 0.5000, Random contrast: 0.1758
[Full Training] Normal loss: 0.0331, Plan similarity: 0.5000, Random contrast: 0.4473
[Full Training] Normal loss: 0.0490, Plan similarity: 0.5000, Random contrast: 0.4062
[Full Training] Normal loss: 0.1207, Plan similarity: 0.5000, Random contrast: 0.3223
[Full Training] Normal loss: 0.1104, Plan similarity: 0.5000, Random contrast: 0.0508
[Full Training] Normal loss: 0.0490, Plan similarity: 0.5000, Random contrast: 0.2500
[Full Training] Normal loss: 0.0705, Plan similarity: 0.5000, Random contrast: 0.1846
[Full Training] Normal loss: 0.0528, Plan similarity: 0.5000, Random contrast: 0.3584
[Full Training] Normal loss: 0.0331, Plan similarity: 0.5000, Random contrast: 0.2295
[Full Training] Normal loss: 0.0612, Plan similarity: 0.5000, Random contrast: 0.3477
[Full Training] Normal loss: 0.0373, Plan similarity: 0.5000, Random contrast: 0.1631
[Full Training] Normal loss: 0.0624, Plan similarity: 0.5000, Random contrast: 0.0117
[Full Training] Normal loss: 0.0710, Plan similarity: 0.5000, Random contrast: 0.1016
[Full Training] Normal loss: 0.0295, Plan similarity: 0.5000, Random contrast: 0.2646
[Full Training] Normal loss: 0.1033, Plan similarity: 0.5000, Random contrast: 0.1172
[Full Training] Normal loss: 0.0561, Plan similarity: 0.5000, Random contrast: 0.2266
[Full Training] Normal loss: 0.0440, Plan similarity: 0.5000, Random contrast: 0.2939
[Full Training] Normal loss: 0.0713, Plan similarity: 0.5000, Random contrast: 0.3721
[Full Training] Normal loss: 0.0519, Plan similarity: 0.5000, Random contrast: 0.3770
[Full Training] Normal loss: 0.0611, Plan similarity: 0.5000, Random contrast: 0.3096
[Full Training] Normal loss: 0.0817, Plan similarity: 0.5000, Random contrast: 0.1738
[Full Training] Normal loss: 0.0602, Plan similarity: 0.5000, Random contrast: 0.3154
[Full Training] Normal loss: 0.0412, Plan similarity: 0.5000, Random contrast: 0.2236
[Full Training] Normal loss: 0.0563, Plan similarity: 0.5000, Random contrast: 0.3047
[Full Training] Normal loss: 0.0646, Plan similarity: 0.5000, Random contrast: 0.2305
[Full Training] Normal loss: 0.1044, Plan similarity: 0.5000, Random contrast: 0.1992
[Full Training] Normal loss: 0.0518, Plan similarity: 0.5000, Random contrast: 0.1211
[Full Training] Normal loss: 0.0659, Plan similarity: 0.5000, Random contrast: 0.1289
[Full Training] Normal loss: 0.0312, Plan similarity: 0.5000, Random contrast: 0.3408
[Full Training] Normal loss: 0.0522, Plan similarity: 0.5000, Random contrast: 0.3613
[Full Training] Normal loss: 0.0417, Plan similarity: 0.5000, Random contrast: 0.2646
[Full Training] Normal loss: 0.0350, Plan similarity: 0.5000, Random contrast: 0.2500
[Full Training] Normal loss: 0.0940, Plan similarity: 0.5000, Random contrast: 0.1006
[Full Training] Normal loss: 0.0877, Plan similarity: 0.5000, Random contrast: 0.2793
[Full Training] Normal loss: 0.0486, Plan similarity: 0.5000, Random contrast: 0.3135
[Full Training] Normal loss: 0.0443, Plan similarity: 0.5000, Random contrast: 0.3525
[Full Training] Normal loss: 0.1305, Plan similarity: 0.5000, Random contrast: 0.4199
[Full Training] Normal loss: 0.0319, Plan similarity: 0.5000, Random contrast: 0.1123
[Full Training] Normal loss: 0.0521, Plan similarity: 0.5000, Random contrast: 0.3047
[Full Training] Normal loss: 0.0579, Plan similarity: 0.5000, Random contrast: 0.3320
[Full Training] Normal loss: 0.0397, Plan similarity: 0.5000, Random contrast: 0.3740
[Full Training] Normal loss: 0.0391, Plan similarity: 0.5000, Random contrast: 0.2852
[Full Training] Normal loss: 0.0715, Plan similarity: 0.5000, Random contrast: 0.2441
[Full Training] Normal loss: 0.0701, Plan similarity: 0.5000, Random contrast: 0.1660
[Full Training] Normal loss: 0.0669, Plan similarity: 0.5000, Random contrast: 0.2920
[Full Training] Normal loss: 0.0618, Plan similarity: 0.5000, Random contrast: 0.3896
[Full Training] Normal loss: 0.0789, Plan similarity: 0.5000, Random contrast: 0.1777
[Full Training] Normal loss: 0.0510, Plan similarity: 0.5000, Random contrast: 0.2275
[Full Training] Normal loss: 0.0601, Plan similarity: 0.5000, Random contrast: 0.2881
[Full Training] Normal loss: 0.0931, Plan similarity: 0.5000, Random contrast: 0.2686
[Full Training] Normal loss: 0.0658, Plan similarity: 0.5000, Random contrast: 0.2725
[Full Training] Normal loss: 0.0382, Plan similarity: 0.5000, Random contrast: 0.3066
[Full Training] Normal loss: 0.0325, Plan similarity: 0.5000, Random contrast: 0.2422
[Full Training] Normal loss: 0.0750, Plan similarity: 0.5000, Random contrast: 0.2930
[Full Training] Normal loss: 0.0611, Plan similarity: 0.5000, Random contrast: 0.2246
[Full Training] Normal loss: 0.0919, Plan similarity: 0.5000, Random contrast: 0.1484
[Full Training] Normal loss: 0.0411, Plan similarity: 0.5000, Random contrast: 0.3057
[Full Training] Normal loss: 0.1001, Plan similarity: 0.5000, Random contrast: 0.1914
[Full Training] Normal loss: 0.0500, Plan similarity: 0.5000, Random contrast: 0.1719
[Full Training] Normal loss: 0.0298, Plan similarity: 0.5000, Random contrast: 0.3555
[Full Training] Normal loss: 0.0611, Plan similarity: 0.5000, Random contrast: 0.1504
[Full Training] Normal loss: 0.0584, Plan similarity: 0.5000, Random contrast: 0.2568
[Full Training] Normal loss: 0.0505, Plan similarity: 0.5000, Random contrast: 0.2539
[Full Training] Normal loss: 0.0386, Plan similarity: 0.5000, Random contrast: 0.2852
[Full Training] Normal loss: 0.0672, Plan similarity: 0.5000, Random contrast: 0.2236
[Full Training] Normal loss: 0.0307, Plan similarity: 0.5000, Random contrast: 0.4639
[Full Training] Normal loss: 0.0450, Plan similarity: 0.5000, Random contrast: 0.4209
[Full Training] Normal loss: 0.0167, Plan similarity: 0.5000, Random contrast: 0.4180
[Full Training] Normal loss: 0.0542, Plan similarity: 0.5000, Random contrast: 0.4141
[Full Training] Normal loss: 0.0506, Plan similarity: 0.5000, Random contrast: 0.1064
[Full Training] Normal loss: 0.0728, Plan similarity: 0.5000, Random contrast: 0.2197
[Full Training] Normal loss: 0.0823, Plan similarity: 0.5000, Random contrast: 0.1641
[Full Training] Normal loss: 0.0501, Plan similarity: 0.5000, Random contrast: 0.3076
[Full Training] Normal loss: 0.0500, Plan similarity: 0.5000, Random contrast: 0.3652
[Full Training] Normal loss: 0.0562, Plan similarity: 0.5000, Random contrast: 0.2285
[Full Training] Normal loss: 0.0707, Plan similarity: 0.5000, Random contrast: 0.0645
[Full Training] Normal loss: 0.1064, Plan similarity: 0.5000, Random contrast: 0.3027
[Full Training] Normal loss: 0.0737, Plan similarity: 0.5000, Random contrast: 0.3584
[Full Training] Normal loss: 0.0706, Plan similarity: 0.5000, Random contrast: 0.2998
[Full Training] Normal loss: 0.0488, Plan similarity: 0.5000, Random contrast: 0.1943
[Full Training] Normal loss: 0.0410, Plan similarity: 0.5000, Random contrast: 0.3799
[Full Training] Normal loss: 0.0786, Plan similarity: 0.5000, Random contrast: 0.1406
[Full Training] Normal loss: 0.0755, Plan similarity: 0.5000, Random contrast: 0.0654
[Full Training] Normal loss: 0.0411, Plan similarity: 0.5000, Random contrast: 0.1738
[Full Training] Normal loss: 0.0808, Plan similarity: 0.5000, Random contrast: 0.2129
[Full Training] Normal loss: 0.0608, Plan similarity: 0.5000, Random contrast: 0.1289
[Full Training] Normal loss: 0.0416, Plan similarity: 0.5000, Random contrast: 0.3037
[Full Training] Normal loss: 0.0408, Plan similarity: 0.5000, Random contrast: 0.2705
[Full Training] Normal loss: 0.0704, Plan similarity: 0.5000, Random contrast: 0.2412
[Full Training] Normal loss: 0.0670, Plan similarity: 0.5000, Random contrast: 0.1621
[Full Training] Normal loss: 0.0388, Plan similarity: 0.5000, Random contrast: 0.2715
[Full Training] Normal loss: 0.0410, Plan similarity: 0.5000, Random contrast: 0.2891
[Full Training] Normal loss: 0.1292, Plan similarity: 0.5000, Random contrast: 0.1348
[Full Training] Normal loss: 0.0688, Plan similarity: 0.5000, Random contrast: 0.1689
[Full Training] Normal loss: 0.0474, Plan similarity: 0.5000, Random contrast: 0.1289
[Full Training] Normal loss: 0.0454, Plan similarity: 0.5000, Random contrast: 0.1455
[Full Training] Normal loss: 0.0759, Plan similarity: 0.5000, Random contrast: 0.2168
[Full Training] Normal loss: 0.0306, Plan similarity: 0.5000, Random contrast: 0.2998
